Lot,Variety,Fields,Customer,Selected,Ranking,Greeness ,Shatter ,Rating,Evergreen,Woody,Nutty,Earthy,Spicy,Vegetal,Floral,Grassy,Herbal,Fruity,Stonefruit,Citrus,Tropical,OG,Cheesy,Plastic,Diesel,Notes
22-WA397-100,Sabro ,#84 West,Official Sensory,Yes,0,4,4,0,0,4,0,0,0,1,1,0,2,0,5,6,6,0,0,0,0,Average internal validated sensory analysis for lot 22-WA397-100
22-WA397-100,Sabro ,#84 West,Topa Topa Brewing Co.,No,2,4,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Guava. slight coconut cream.
22-WA397-100,Sabro ,#84 West,Hi-Wire Brewing Company,No,3,4,4,7,0,0,0,0,0,0,0,0,6,0,5,6,5,0,0,0,0,
22-WA397-100,Sabro ,#84 West,Drekker Brewing Co.,No,2,4,4,6,0,0,0,2,0,0,0,0,6,0,0,2,5,0,0,0,0,"Dill, tomato paste, peach, tangerine, subtle lime, sierra mist, ripe/tart pineapple"
22-WA397-100,Sabro ,#84 West,Strange Brewing,No,2,4,4,7,0,6,0,0,0,0,0,0,6,0,6,4,7,0,0,0,0,"Tropical, Stonefruit, woody, herbal - dill,"
22-WA397-100,Sabro ,#84 West,Messorem Bracitorium Brewery Inc.,No,4,4,4,6,0,0,0,0,0,0,0,0,0,0,5,5,6,0,0,0,0,
22-WA397-100,Sabro ,#84 West,Maine Beer Co.,No,2,4,4,5,0,0,0,0,0,0,2,0,2,0,0,2,5,0,0,0,0,
22-WA397-100,Sabro ,#84 West,"Firestone Walker, Inc.",No,2,4,4,7,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,"More balanced citrus/coconut, good tropical fruit"
22-WA397-100,Sabro ,#84 West,Mountain Culture,No,4,4,4,6,0,6,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,"Citrus, sweet wood, peacho&#39;s (candy), lime, dill"
22-WA397-100,Sabro ,#84 West,Browar PINTA,No,2,4,4,7,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,1,"More tropical coconut also sweet aroma, at the end diesel, cocounit water"
22-WA397-100,Sabro ,#84 West,Tennessee Brew Works,No,4,4,4,6,0,4,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,Stone fruit less cedar not enough tropical
22-WA397-101,Sabro ,#84 West,*YCH (4Group),Yes,1,4,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
22-WA397-101,Sabro ,#84 West,Official Sensory,Yes,0,4,4,0,0,3,0,0,0,1,2,0,3,0,2,4,6,0,0,0,0,Average internal validated sensory analysis for lot 22-WA397-101
22-WA397-102,Sabro ,#84 West,Community Beer Co,Yes,1,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,"Good range of aromas, lots of fruit, tropical, tropical punch"
22-WA397-102,Sabro ,#84 West,Almanac Beer Co.,Yes,1,4,3,8,0,0,0,0,5,0,5,0,0,0,0,7,8,2,0,0,1,
22-WA397-102,Sabro ,#84 West,Official Sensory,Yes,0,4,3,0,0,3,0,0,1,1,1,0,4,0,3,6,5,0,0,0,0,Average internal validated sensory analysis for lot 22-WA397-102
22-WA397-103,Simcoe ,#84 West,Marble Brewery,Yes,1,5,3,10,0,0,0,0,1,0,3,2,0,0,0,5,6,0,0,0,0,"Toight like a toiger. looks great, guava, lemon, citrus, papaya, low petroleum, low spice, tropical"
22-WA397-103,Simcoe ,#84 West,Yards Brewing Co.,Yes,1,5,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22-WA397-103,Simcoe ,#84 West,Flying Dog Brewery,Yes,1,5,3,9,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,
22-WA397-103,Simcoe ,#84 West,Official Sensory,Yes,0,5,3,0,0,4,0,0,0,0,1,2,3,0,2,6,6,0,0,0,0,Average internal validated sensory analysis for lot 22-WA397-103
22-WA397-103,Simcoe ,#84 West,Bissell Brothers Brewing,No,4,5,3,6,0,2,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,Solid example. Hair cheesier than others
22-WA397-103,Simcoe ,#84 West,Root + Branch Brewing,No,3,5,3,6,0,0,0,0,0,0,0,0,3,0,6,6,6,0,0,0,0,
22-WA397-103,Simcoe ,#84 West,Columbus Brewing Co.,No,5,5,3,4,0,0,0,0,0,0,0,2,2,0,2,3,2,4,1,0,0,Balanced but slight leafy/grass/veg
22-WA397-104,Simcoe ,#84 West,*YCH (4Group),Yes,1,4,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
22-WA397-104,Simcoe ,#84 West,Official Sensory,Yes,0,4,3,0,0,3,0,1,0,1,1,1,3,0,3,4,4,1,0,0,0,Average internal validated sensory analysis for lot 22-WA397-104
22-WA397-104,Simcoe ,#84 West,CRAK Brewery,No,4,4,3,6,0,0,0,0,0,0,0,3,0,0,3,0,2,0,0,0,0,
22-WA397-105,Simcoe ,#84 West,Brewdog,Yes,3,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22-WA397-105,Simcoe ,#84 West,Official Sensory,Yes,0,4,3,0,0,5,0,0,0,0,1,1,2,0,3,6,6,0,0,0,0,Average internal validated sensory analysis for lot 22-WA397-105
22-WA397-106,Citra ,#84 West,Official Sensory,Yes,0,3,4,0,0,5,0,0,0,0,1,1,3,0,4,6,6,0,0,0,0,Average internal validated sensory analysis for lot 22-WA397-106
22-WA397-106,Citra ,#84 West,Zero Gravity Craft Brewery,No,5,3,4,5,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,2,
22-WA397-106,Citra ,#84 West,Root + Branch Brewing,No,4,3,4,7,0,0,0,0,0,0,0,0,3,0,7,7,0,0,0,0,0,
22-WA397-106,Citra ,#84 West,Fieldwork Brewing,No,4,3,4,6,0,3,0,3,0,0,0,2,0,0,3,7,0,0,0,0,0,"Least favorite of the lots but still a good hop, Too strong of grassy pine notes, initial aroma was moderate intensity and fell flat very quickly."
22-WA397-106,Citra ,#84 West,Dancing Gnome Beer,No,3,3,4,6,0,1,0,2,0,2,0,1,0,0,0,5,0,0,0,0,0,"Pleasant citrus, but slightly more vegetal and woody than preferred"
22-WA397-106,Citra ,#84 West,Columbus Brewing Co.,No,4,3,4,3,0,0,0,0,0,0,0,4,0,0,2,4,2,3,0,0,0,"Grassy. leafy, vegetal"
22-WA397-106,Citra ,#84 West,Pinthouse Pizza LLC,No,4,3,4,7,0,2,0,0,0,0,0,3,2,0,4,4,0,0,0,0,0,"Mild fruit character, low intensity, not true to our brand"
22-WA397-107,Citra ,#84 West,"McMENAMINS, INC",Yes,1,3,4,7,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,
22-WA397-107,Citra ,#84 West,Kern River Brewing,Yes,1,3,4,7,0,2,0,0,0,0,3,2,2,0,0,8,2,0,3,0,0,Bright citrus and slight sweet aroma.  Nice combo of herbal/grassy/woody etc.  Slight oxidation aroma at front end.  Seems true to type.
22-WA397-107,Citra ,#84 West,Official Sensory,Yes,0,3,4,0,0,3,0,0,1,0,2,1,3,0,4,5,6,0,0,0,0,Average internal validated sensory analysis for lot 22-WA397-107
22-WA397-107,Citra ,#84 West,Voodoo Brewing Co.,No,3,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22-WA397-107,Citra ,#84 West,Sebago Brewing Company,No,2,3,4,6,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,"Citrus zest (lemon, orange, grapefruit), ripe under-tones - nice citrus, good lot"
22-WA397-107,Citra ,#84 West,Liquid Gravity Brewing Company,No,3,3,4,6,0,4,0,4,0,0,0,0,0,0,0,7,2,0,0,0,0,More woody than I&#39;m looking for. Nice lime note. Slightly earthy with a bit of wintergreen.
22-WA397-107,Citra ,#84 West,Athletic Brewing Co.,No,0,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22-WA397-107,Citra ,#84 West,Maine Beer Co.,No,2,3,4,7,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0,0,0,
22-WA397-107,Citra ,#84 West,Le Trou Du Diable,No,2,3,4,7,0,0,0,0,0,0,0,3,2,0,0,4,4,0,0,0,0,
22-WA397-107,Citra ,#84 West,New Holland,No,3,3,4,7,0,0,0,0,0,0,3,4,2,0,0,5,0,0,0,0,0,"Berry, citrus, grassy/hay, floral, tea, dry, some hidden sweetness. you guys did real good"
22-WA397-107,Citra ,#84 West,Hoplark Hoptea,No,7,3,4,5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,"A little too lemon, cleaning product smelling"
22-WA397-108,HBC-586,#84 West,Official Sensory,Yes,0,3,3,0,0,4,0,1,1,0,1,1,2,0,6,6,5,0,0,0,0,Average internal validated sensory analysis for lot 22-WA397-108
22-WA397-109,Simcoe Organic ,#84 West,Hill Farmstead Brewery,Yes,1,4,4,7,0,0,0,0,0,0,2,4,0,0,0,6,2,0,0,0,0,"Pretty ok Simcoe. A bit grassy and have to dig for expressiveness.  What is the 2-MIB of this Simcoe?  After selecting based on this for several years, it would be very helpful =)"
22-WA397-109,Simcoe Organic ,#84 West,Official Sensory,Yes,0,4,4,0,0,4,0,0,1,0,0,1,4,0,2,5,4,0,0,0,0,Average internal validated sensory analysis for lot 22-WA397-109
22-WA397-110,Simcoe Organic ,#84 West,Official Sensory,Yes,0,5,4,0,0,5,0,1,0,1,1,2,4,0,5,6,4,0,0,0,0,Average internal validated sensory analysis for lot 22-WA397-110
22-WA397-111,Citra Organic ,#84 West,Official Sensory,Yes,0,3,4,0,0,3,0,0,1,1,2,1,4,0,2,6,3,0,0,0,0,Average internal validated sensory analysis for lot 22-WA397-111
22-WA397-112,Citra Organic ,#84 West,Official Sensory,Yes,0,3,4,0,0,3,0,1,0,1,1,1,2,0,2,5,6,1,0,0,0,Average internal validated sensory analysis for lot 22-WA397-112
22-WA397-112,Citra Organic ,#84 West,Hill Farmstead Brewery,No,2,3,4,6,0,0,0,0,0,0,1,1,0,0,0,7,0,1,1,1,0,This *could* have been very good Citra.  Moisture level in sample is quite high - enjoy the aroma compounds. Expressive and Classic Citra quality - concerned with moisture level in sample given history of Citra.  Guessing moisture was over 10 to 11% from Kiln ?
22-WA397-113,Mosaic Organic ,#84 West,Official Sensory,Yes,0,3,4,0,0,3,0,1,1,1,3,1,3,0,3,6,4,1,0,0,0,Average internal validated sensory analysis for lot 22-WA397-113
22-WA397-114,Cascade Organic,#84 West,Official Sensory,Yes,0,4,3,0,0,2,0,0,1,1,2,2,2,0,4,6,4,0,0,0,0,Average internal validated sensory analysis for lot 22-WA397-114
22-WA397-115,Cascade Organic,#84 West,Official Sensory,Yes,0,5,4,0,0,3,0,0,1,0,3,2,2,0,2,5,5,0,0,0,0,Average internal validated sensory analysis for lot 22-WA397-115
22-WA397-116,Palisade Organic ,#84 West,Official Sensory,Yes,0,5,4,0,0,2,0,1,0,1,1,1,2,0,3,3,4,1,0,0,0,Average internal validated sensory analysis for lot 22-WA397-116
22-WA397-117,Pahto ,#84 West,Official Sensory,Yes,0,3,4,0,0,4,0,1,1,0,1,1,2,0,4,3,4,1,0,0,0,Average internal validated sensory analysis for lot 22-WA397-117
22-WA397-118,HBC586 Org,#84 West,Official Sensory,Yes,0,2,3,0,0,1,0,2,1,1,1,2,2,0,3,4,4,0,0,0,0,Average internal validated sensory analysis for lot 22-WA397-118
22-WA397-119,Talus ,#84 West,Official Sensory,Yes,0,5,3,0,0,4,0,1,0,2,1,2,4,0,3,7,3,0,0,0,0,Average internal validated sensory analysis for lot 22-WA397-119
22-WA397-120,HBC586,#84 West,Official Sensory,Yes,0,3,3,0,0,3,0,0,0,0,1,1,3,0,3,6,7,0,0,0,0,Average internal validated sensory analysis for lot 22-WA397-120
22-WA397-120,HBC586,#84 West,AU Mock Selection,No,2,3,3,8,0,0,0,0,0,0,0,0,2,0,0,8,5,0,0,0,0,"Lime, pineapple, bubblegum, cumquat, blood orange, herbal"
22-WA397-121,HBC586,#84 West,Official Sensory,Yes,0,3,4,0,0,4,0,1,1,0,1,0,1,0,4,3,4,0,0,0,0,Average internal validated sensory analysis for lot 22-WA397-121
22-WA397-122,Palisade ,#84 West,Official Sensory,Yes,0,3,4,0,0,3,0,1,1,2,1,4,3,0,1,5,1,1,0,0,0,Average internal validated sensory analysis for lot 22-WA397-122
22-WA397-123,Palisade ,#84 West,Official Sensory,Yes,0,4,4,0,0,4,0,1,0,1,1,3,3,0,1,4,3,2,0,0,0,Average internal validated sensory analysis for lot 22-WA397-123
22-WA397-124,Talus ,#84 West,Official Sensory,Yes,0,3,5,0,0,1,0,0,1,1,3,0,2,0,4,6,4,0,0,0,0,Average internal validated sensory analysis for lot 22-WA397-124
22-WA397-124,Talus ,#84 West,Skagit Valley College Sensory,No,0,3,5,9,0,4,0,0,4,0,5,0,5,0,0,6,6,0,1,0,0,"Herbal, bergamot, mint, floral,"
22-WA397-125,Talus ,#84 West,Official Sensory,Yes,0,4,4,0,0,3,0,0,1,1,2,0,2,0,4,5,5,0,0,0,0,Average internal validated sensory analysis for lot 22-WA397-125
22-WA397-126,Talus ,#84 West,AU Mock Selection,Yes,1,4,4,10,0,0,0,0,0,0,3,0,0,0,0,8,9,0,0,0,0,"Over ripe pineapple, lime, rosewater, stewed tropical fruit, bubblegum,"
22-WA397-126,Talus ,#84 West,Official Sensory,Yes,0,4,4,0,0,2,0,0,0,0,2,0,2,0,3,4,5,0,0,0,0,Average internal validated sensory analysis for lot 22-WA397-126
22-WA397-127,Talus ,#84 West,Official Sensory,Yes,0,4,3,0,0,4,0,0,0,1,2,1,2,0,4,6,5,0,0,0,0,Average internal validated sensory analysis for lot 22-WA397-127
22-WA397-128,Citra ,#84 West,Official Sensory,Yes,0,3,4,0,0,4,0,1,2,0,0,0,3,0,2,4,3,2,0,0,0,Average internal validated sensory analysis for lot 22-WA397-128
22-WA397-129,Ahtanum ,#84 West,Official Sensory,Yes,0,2,3,0,0,4,0,1,3,1,3,1,3,0,1,6,3,0,0,0,0,Average internal validated sensory analysis for lot 22-WA397-129
22-WA397-129,Ahtanum ,#84 West,"MILLER COORS, LLC",Yes,1,2,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22-WA397-129,Ahtanum ,#84 West,vandeStreek Bier,No,4,2,3,7,0,0,0,0,2,0,3,0,0,0,0,7,0,3,0,0,0,
22-WA397-130,Ahtanum ,#84 West,Surly Brewing Company,Yes,1,2,3,7,0,0,0,1,0,1,1,0,0,0,4,5,2,0,0,0,0,
22-WA397-130,Ahtanum ,#84 West,Official Sensory,Yes,0,2,3,0,0,5,0,0,2,0,3,1,3,0,3,6,3,0,0,0,0,Average internal validated sensory analysis for lot 22-WA397-130
22-WA397-130,Ahtanum ,#84 West,Parallel 49 Brewing,No,3,2,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22-WA397-131,HBC522,#84 West,Official Sensory,Yes,0,3,3,0,0,5,0,0,0,0,1,1,5,0,3,7,6,1,0,0,0,Average internal validated sensory analysis for lot 22-WA397-131
22-WA397-132,Pahto ,#84 West,Official Sensory,Yes,0,5,4,0,0,4,0,1,0,1,1,1,3,0,1,4,2,1,0,0,0,Average internal validated sensory analysis for lot 22-WA397-132
22-WA397-132,Pahto ,#84 West,Flying Monkeys Craft Brewery,No,3,5,4,4,0,0,0,4,0,2,2,2,3,0,0,0,0,0,0,0,0,"Pickle, onion garlic"
22-WA397-133,Pahto ,#84 West,Official Sensory,Yes,0,4,3,0,0,3,0,2,1,2,1,2,4,0,1,4,2,3,0,0,0,Average internal validated sensory analysis for lot 22-WA397-133
22-WA397-134,Pahto ,#84 West,Official Sensory,Yes,0,4,3,0,0,4,0,1,1,1,1,1,2,0,1,4,2,1,0,0,0,Average internal validated sensory analysis for lot 22-WA397-134
22-WA397-135,Pahto ,#84 West,Official Sensory,Yes,0,3,4,0,0,6,0,1,2,1,1,3,4,0,1,4,2,1,0,0,0,Average internal validated sensory analysis for lot 22-WA397-135
22-WA397-136,Pahto ,#84 West,Official Sensory,Yes,0,4,4,0,0,3,0,1,1,0,1,1,3,0,1,4,2,2,0,0,0,Average internal validated sensory analysis for lot 22-WA397-136
22-WA397-137,Idaho 7 ,#84 West,Burlington Beer Co.,Yes,1,3,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
22-WA397-137,Idaho 7 ,#84 West,Canada Group Selection,Yes,1,3,4,9,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,
22-WA397-137,Idaho 7 ,#84 West,Official Sensory,Yes,0,3,4,0,0,3,0,0,1,1,1,1,1,0,4,4,7,1,0,0,0,Average internal validated sensory analysis for lot 22-WA397-137
22-WA397-137,Idaho 7 ,#84 West,Revolution Brewing,No,3,3,4,6,0,2,0,4,0,2,5,2,5,0,3,3,3,0,0,0,3,More on the earthy/herbal side with notes of fruit/citrus
22-WA397-137,Idaho 7 ,#84 West,Tennessee Brew Works,No,2,3,4,6,0,3,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,"Better, Orange, pine green onion"
22-WA397-137,Idaho 7 ,#84 West,Half Acre Beer Co.,No,2,3,4,7,0,7,0,0,0,2,0,0,0,0,0,6,2,7,0,0,0,"Very intense, over-ripe O/G"
22-WA397-137,Idaho 7 ,#84 West,Surly Brewing Company,No,3,3,4,5,0,0,0,2,0,0,2,0,3,0,5,3,5,0,0,0,0,
22-WA397-137,Idaho 7 ,#84 West,Silver City Brewing Co.,No,0,3,4,3,0,0,0,0,0,0,0,3,2,0,4,7,3,4,0,0,7,
22-WA397-137,Idaho 7 ,#84 West,Brewery X,No,4,3,4,4,0,0,0,0,0,0,0,3,0,0,0,3,0,1,3,3,0,"Latex, rose, white cake"
22-WA397-138,Idaho 7 ,#84 West,*YCH (4Group),Yes,1,3,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
22-WA397-138,Idaho 7 ,#84 West,Official Sensory,Yes,0,3,5,0,0,3,0,0,1,1,0,1,2,0,1,4,4,1,0,0,0,Average internal validated sensory analysis for lot 22-WA397-138
22-WA475-001,EXP,#72 SBG,Official Sensory,Yes,0,1,2,0,0,3,0,1,0,1,1,1,1,0,3,4,4,1,0,0,0,Average internal validated sensory analysis for lot 22-WA475-001
